Agreement,Step,Δcount,Δroots,Δorphans,Δdepth,Δretyped
55,EnhancedClauseClassifierV6,330,0,330,5,0
55,EnhancedTOCDetector,1,1,0,1,0
55,HeadingClassifierV6,240,142,98,0,0
55,ImprovedMetadataRemoverV7,0,0,0,0,1439
55,LateMetadataRemoverStep,-5,0,0,0,0
55,LegalContentClassifierV6,178,36,142,3,0
55,MainTitleClassifierV6,34,34,0,0,0
55,SmartSectionClassifierV6,99,48,51,3,0
55,TextClassifier,0,0,0,0,4734
56,ContentClassifierV6,2041,0,2041,4,0
56,EmptyElementClassifier,0,0,0,0,22
56,EnhancedClauseClassifierV6,332,0,332,5,0
56,EnhancedTOCDetector,1,1,0,1,0
56,HeadingClassifierV6,256,143,113,0,0
56,ImprovedMetadataRemoverV7,0,0,0,0,1464
56,LateMetadataRemoverStep,-5,0,0,0,0
56,LegalContentClassifierV6,179,36,143,3,0
56,MainTitleClassifierV6,35,35,0,0,0
56,SmartSectionClassifierV6,99,48,51,3,0
56,TextClassifier,0,0,0,0,4863
57,ContentClassifierV6,2080,0,2080,4,0
57,EmptyElementClassifier,0,0,0,0,22
57,EnhancedClauseClassifierV6,333,0,333,5,0
57,EnhancedTOCDetector,1,1,0,1,0
57,HeadingClassifierV6,258,144,114,0,0
57,ImprovedMetadataRemoverV7,0,0,0,0,1477
57,LateMetadataRemoverStep,-5,0,0,0,0
57,LegalContentClassifierV6,180,37,143,3,0
57,MainTitleClassifierV6,36,36,0,0,0
57,SmartSectionClassifierV6,99,48,51,3,0
57,TextClassifier,0,0,0,0,4943
58,ContentClassifierV6,2095,0,2095,4,0
58,EmptyElementClassifier,0,0,0,0,22
58,EnhancedClauseClassifierV6,333,0,333,5,0
58,EnhancedTOCDetector,1,1,0,1,0
58,HeadingClassifierV6,258,144,114,0,0
58,ImprovedMetadataRemoverV7,0,0,0,0,1477
58,LateMetadataRemoverStep,-5,0,0,0,0
58,LegalContentClassifierV6,181,37,144,3,0
58,MainTitleClassifierV6,36,36,0,0,0
58,SmartSectionClassifierV6,99,48,51,3,0
58,TextClassifier,0,0,0,0,4957
59,ContentClassifierV6,2095,0,2095,4,0
59,EmptyElementClassifier,0,0,0,0,22
59,EnhancedClauseClassifierV6,333,0,333,5,0
59,EnhancedTOCDetector,1,1,0,1,0
59,HeadingClassifierV6,258,144,114,0,0
59,ImprovedMetadataRemoverV7,0,0,0,0,1576
59,LateMetadataRemoverStep,-5,0,0,0,0
59,LegalContentClassifierV6,182,37,145,3,0
59,MainTitleClassifierV6,36,36,0,0,0
59,SmartSectionClassifierV6,99,48,51,3,0
59,TextClassifier,0,0,0,0,5076
60,ContentClassifierV6,2210,0,2210,4,0
60,EmptyElementClassifier,0,0,0,0,22
60,EnhancedClauseClassifierV6,351,0,351,5,0
60,EnhancedTOCDetector,2,2,0,1,0
60,HeadingClassifierV6,263,146,117,0,0
60,ImprovedMetadataRemoverV7,0,0,0,0,1675
60,LateMetadataRemoverStep,-5,0,0,0,0
60,LegalContentClassifierV6,197,47,150,3,0
60,MainTitleClassifierV6,37,37,0,0,0
60,SmartSectionClassifierV6,113,48,65,3,0
60,TextClassifier,0,0,0,0,5226
61,ContentClassifierV6,2227,0,2227,4,0
61,EmptyElementClassifier,0,0,0,0,22
61,EnhancedClauseClassifierV6,351,0,351,5,0
61,EnhancedTOCDetector,2,2,0,1,0
61,HeadingClassifierV6,263,146,117,0,0
61,ImprovedMetadataRemoverV7,0,0,0,0,1713
61,LateMetadataRemoverStep,-5,0,0,0,0
61,LegalContentClassifierV6,197,47,150,3,0
61,MainTitleClassifierV6,37,37,0,0,0
61,SmartSectionClassifierV6,113,48,65,3,0
61,TextClassifier,0,0,0,0,5389
62,ContentClassifierV6,2362,0,2362,4,0
62,EmptyElementClassifier,0,0,0,0,22
62,EnhancedClauseClassifierV6,353,0,353,5,0
62,EnhancedTOCDetector,2,2,0,1,0
62,HeadingClassifierV6,292,172,120,0,0
62,ImprovedMetadataRemoverV7,0,0,0,0,1761
62,LateMetadataRemoverStep,-5,0,0,0,0
62,LegalContentClassifierV6,199,47,152,3,0
62,MainTitleClassifierV6,38,38,0,0,0
62,SmartSectionClassifierV6,113,48,65,3,0
62,TextClassifier,0,0,0,0,5606
63,ContentClassifierV6,2392,0,2392,4,0
63,EmptyElementClassifier,0,0,0,0,22
63,EnhancedClauseClassifierV6,358,0,358,5,0
63,EnhancedTOCDetector,2,2,0,1,0
63,HeadingClassifierV6,294,173,121,0,0
63,ImprovedMetadataRemoverV7,0,0,0,0,1771
63,LateMetadataRemoverStep,-5,0,0,0,0
63,LegalContentClassifierV6,203,47,156,3,0
63,MainTitleClassifierV6,39,39,0,0,0
63,SmartSectionClassifierV6,119,53,66,3,0
63,TextClassifier,0,0,0,0,5694
64,ContentClassifierV6,2420,0,2420,4,0
64,EmptyElementClassifier,0,0,0,0,22
64,EnhancedClauseClassifierV6,367,0,367,5,0
64,EnhancedTOCDetector,2,2,0,1,0
64,HeadingClassifierV6,307,186,121,0,0
64,ImprovedMetadataRemoverV7,0,0,0,0,1771
64,LateMetadataRemoverStep,-5,0,0,0,0
64,LegalContentClassifierV6,206,47,159,3,0
64,MainTitleClassifierV6,40,40,0,0,0
64,SmartSectionClassifierV6,120,53,67,3,0
64,TextClassifier,0,0,0,0,5742
65,ContentClassifierV6,2420,0,2420,4,0
65,EmptyElementClassifier,0,0,0,0,22
65,EnhancedClauseClassifierV6,367,0,367,5,0
65,EnhancedTOCDetector,2,2,0,1,0
65,HeadingClassifierV6,307,186,121,0,0
65,ImprovedMetadataRemoverV7,0,0,0,0,1783
65,LateMetadataRemoverStep,-5,0,0,0,0
65,LegalContentClassifierV6,207,47,160,3,0
65,MainTitleClassifierV6,40,40,0,0,0
65,SmartSectionClassifierV6,120,53,67,3,0
65,TextClassifier,0,0,0,0,5992
66,ContentClassifierV6,2672,0,2672,4,0
66,EmptyElementClassifier,0,0,0,0,22
66,EnhancedClauseClassifierV6,368,0,368,5,0
66,EnhancedTOCDetector,2,2,0,1,0
66,HeadingClassifierV6,307,186,121,0,0
66,ImprovedMetadataRemoverV7,0,0,0,0,1808
66,LateMetadataRemoverStep,-142,0,-28,0,0
66,LegalContentClassifierV6,211,51,160,3,0
66,MainTitleClassifierV6,40,40,0,0,0
66,SmartSectionClassifierV6,120,53,67,3,0
66,TextClassifier,0,0,0,0,6332
67,ContentClassifierV6,2722,0,2722,4,0
67,EmptyElementClassifier,0,0,0,0,22
67,EnhancedClauseClassifierV6,375,0,375,5,0
67,EnhancedTOCDetector,2,2,0,1,0
67,HeadingClassifierV6,318,197,121,0,0
67,ImprovedMetadataRemoverV7,0,0,0,0,1828
67,LateMetadataRemoverStep,-142,0,-28,0,0
67,LegalContentClassifierV6,215,51,164,3,0
67,MainTitleClassifierV6,41,41,0,0,0
67,SmartSectionClassifierV6,124,57,67,3,0
67,TextClassifier,0,0,0,0,6453
68,ContentClassifierV6,2756,0,2756,4,0
68,EmptyElementClassifier,0,0,0,0,22
68,EnhancedClauseClassifierV6,387,0,387,5,0
68,EnhancedTOCDetector,2,2,0,1,0
68,HeadingClassifierV6,321,198,123,0,0
68,ImprovedMetadataRemoverV7,0,0,0,0,1845
68,LateMetadataRemoverStep,-142,0,-28,0,0
68,LegalContentClassifierV6,219,51,168,3,0
68,MainTitleClassifierV6,42,42,0,0,0
68,SmartSectionClassifierV6,124,57,67,3,0
68,TextClassifier,0,0,0,0,6548
69,ContentClassifierV6,2783,0,2783,4,0
69,EmptyElementClassifier,0,0,0,0,22
69,EnhancedClauseClassifierV6,389,0,389,5,0
69,EnhancedTOCDetector,2,2,0,1,0
69,HeadingClassifierV6,332,198,134,0,0
69,ImprovedMetadataRemoverV7,0,0,0,0,1874
69,LateMetadataRemoverStep,-142,0,-28,0,0
69,LegalContentClassifierV6,219,51,168,3,0
69,MainTitleClassifierV6,43,43,0,0,0
69,SmartSectionClassifierV6,137,68,69,3,0
69,TextClassifier,0,0,0,0,6907
70,ContentClassifierV6,3015,0,3015,4,0
70,EmptyElementClassifier,0,0,0,0,22
70,EnhancedClauseClassifierV6,409,0,409,5,0
70,EnhancedTOCDetector,2,2,0,1,0
70,HeadingClassifierV6,357,222,135,0,0
70,ImprovedMetadataRemoverV7,0,0,0,0,1900
70,LateMetadataRemoverStep,-142,0,-28,0,0
70,LegalContentClassifierV6,222,51,171,3,0
70,MainTitleClassifierV6,44,44,0,0,0
70,SmartSectionClassifierV6,143,68,75,3,0
70,TextClassifier,0,0,0,0,7251
71,ContentClassifierV6,3025,0,3025,4,0
71,EmptyElementClassifier,0,0,0,0,22
71,EnhancedClauseClassifierV6,409,0,409,5,0
71,EnhancedTOCDetector,2,2,0,1,0
71,HeadingClassifierV6,358,222,136,0,0
71,ImprovedMetadataRemoverV7,0,0,0,0,1924
71,LateMetadataRemoverStep,-142,0,-28,0,0
71,LegalContentClassifierV6,231,52,179,3,0
71,MainTitleClassifierV6,45,45,0,0,0
71,SmartSectionClassifierV6,143,68,75,3,0
71,TextClassifier,0,0,0,0,7329
72,ContentClassifierV6,3094,0,3094,4,0
72,EmptyElementClassifier,0,0,0,0,22
72,EnhancedClauseClassifierV6,423,0,423,5,0
72,EnhancedTOCDetector,2,2,0,1,0
72,HeadingClassifierV6,362,223,139,0,0
72,ImprovedMetadataRemoverV7,0,0,0,0,1941
72,LateMetadataRemoverStep,-142,0,-28,0,0
72,LegalContentClassifierV6,235,52,183,3,0
72,MainTitleClassifierV6,46,46,0,0,0
72,SmartSectionClassifierV6,151,68,83,3,0
72,TextClassifier,0,0,0,0,7418
73,ContentClassifierV6,3104,0,3104,4,0
73,EmptyElementClassifier,0,0,0,0,22
73,EnhancedClauseClassifierV6,431,0,431,5,0
73,EnhancedTOCDetector,2,2,0,1,0
73,HeadingClassifierV6,364,225,139,0,0
73,ImprovedMetadataRemoverV7,0,0,0,0,1943
73,LateMetadataRemoverStep,-142,0,-28,0,0
73,LegalContentClassifierV6,235,52,183,3,0
73,MainTitleClassifierV6,46,46,0,0,0
73,SmartSectionClassifierV6,151,68,83,3,0
73,TextClassifier,0,0,0,0,7509
74,ContentClassifierV6,3136,0,3136,4,0
74,EmptyElementClassifier,0,0,0,0,22
74,EnhancedClauseClassifierV6,437,0,437,5,0
74,EnhancedTOCDetector,2,2,0,1,0
74,HeadingClassifierV6,375,236,139,0,0
74,ImprovedMetadataRemoverV7,0,0,0,0,1985
74,LateMetadataRemoverStep,-142,0,-28,0,0
74,LegalContentClassifierV6,235,52,183,3,0
74,MainTitleClassifierV6,47,47,0,0,0
74,SmartSectionClassifierV6,152,68,84,3,0
74,TextClassifier,0,0,0,0,7630
75,ContentClassifierV6,3152,0,3152,4,0
75,EmptyElementClassifier,0,0,0,0,22
75,EnhancedClauseClassifierV6,437,0,437,5,0
75,EnhancedTOCDetector,2,2,0,1,0
75,HeadingClassifierV6,387,244,143,0,0
75,ImprovedMetadataRemoverV7,0,0,0,0,2025
75,LateMetadataRemoverStep,-142,0,-28,0,0
75,LegalContentClassifierV6,237,52,185,3,0
75,MainTitleClassifierV6,48,48,0,0,0
75,SmartSectionClassifierV6,166,68,98,3,0
75,TextClassifier,0,0,0,0,7682
76,ContentClassifierV6,3155,0,3155,4,0
76,EmptyElementClassifier,0,0,0,0,22
76,EnhancedClauseClassifierV6,437,0,437,5,0
76,EnhancedTOCDetector,2,2,0,1,0
76,HeadingClassifierV6,387,244,143,0,0
76,ImprovedMetadataRemoverV7,0,0,0,0,2081
76,LateMetadataRemoverStep,-142,0,-28,0,0
76,LegalContentClassifierV6,237,52,185,3,0
76,MainTitleClassifierV6,48,48,0,0,0
76,SmartSectionClassifierV6,166,68,98,3,0
76,TextClassifier,0,0,0,0,7743
77,ContentClassifierV6,3208,0,3208,4,0
77,EmptyElementClassifier,0,0,0,0,22
77,EnhancedClauseClassifierV6,445,0,445,5,0
77,EnhancedTOCDetector,3,3,0,1,0
77,HeadingClassifierV6,389,245,144,0,0
77,ImprovedMetadataRemoverV7,0,0,0,0,2142
77,LateMetadataRemoverStep,-142,0,-28,0,0
77,LegalContentClassifierV6,241,52,189,3,0
77,MainTitleClassifierV6,49,49,0,0,0
77,SmartSectionClassifierV6,166,68,98,3,0
77,TextClassifier,0,0,0,0,7832
78,ContentClassifierV6,3227,0,3227,4,0
78,EmptyElementClassifier,0,0,0,0,22
78,EnhancedClauseClassifierV6,454,0,454,5,0
78,EnhancedTOCDetector,3,3,0,1,0
78,HeadingClassifierV6,393,248,145,0,0
78,ImprovedMetadataRemoverV7,0,0,0,0,2148
78,LateMetadataRemoverStep,-142,0,-28,0,0
78,LegalContentClassifierV6,244,52,192,3,0
78,MainTitleClassifierV6,50,50,0,0,0
78,SmartSectionClassifierV6,166,68,98,3,0
78,TextClassifier,0,0,0,0,7872
79,ContentClassifierV6,3234,0,3234,4,0
79,EmptyElementClassifier,0,0,0,0,22
79,EnhancedClauseClassifierV6,454,0,454,5,0
79,EnhancedTOCDetector,3,3,0,1,0
79,HeadingClassifierV6,400,254,146,0,0
79,ImprovedMetadataRemoverV7,0,0,0,0,2163
79,LateMetadataRemoverStep,-142,0,-28,0,0
79,LegalContentClassifierV6,246,52,194,3,0
79,MainTitleClassifierV6,51,51,0,0,0
79,SmartSectionClassifierV6,166,68,98,3,0
79,TextClassifier,0,0,0,0,7926
80,ContentClassifierV6,3286,0,3286,4,0
80,EmptyElementClassifier,0,0,0,0,22
80,EnhancedClauseClassifierV6,468,0,468,5,0
80,EnhancedTOCDetector,3,3,0,1,0
80,HeadingClassifierV6,402,254,148,0,0
80,ImprovedMetadataRemoverV7,0,0,0,0,2180
80,LateMetadataRemoverStep,-142,0,-28,0,0
80,LegalContentClassifierV6,252,55,197,3,0
80,MainTitleClassifierV6,52,52,0,0,0
80,SmartSectionClassifierV6,166,68,98,3,0
80,TextClassifier,0,0,0,0,8010
81,ContentClassifierV6,3308,0,3308,4,0
81,EmptyElementClassifier,0,0,0,0,22
81,EnhancedClauseClassifierV6,469,0,469,5,0
81,EnhancedTOCDetector,3,3,0,1,0
81,HeadingClassifierV6,412,263,149,0,0
81,ImprovedMetadataRemoverV7,0,0,0,0,2199
81,LateMetadataRemoverStep,-142,0,-28,0,0
81,LegalContentClassifierV6,252,55,197,3,0
81,MainTitleClassifierV6,53,53,0,0,0
81,SmartSectionClassifierV6,166,68,98,3,0
81,TextClassifier,0,0,0,0,8148
82,ContentClassifierV6,3391,0,3391,4,0
82,EmptyElementClassifier,0,0,0,0,22
82,EnhancedClauseClassifierV6,486,0,486,5,0
82,EnhancedTOCDetector,3,3,0,1,0
82,HeadingClassifierV6,433,273,160,0,0
82,ImprovedMetadataRemoverV7,0,0,0,0,2218
82,LateMetadataRemoverStep,-142,0,-28,0,0
82,LegalContentClassifierV6,253,55,198,3,0
82,MainTitleClassifierV6,54,54,0,0,0
82,SmartSectionClassifierV6,166,68,98,3,0
82,TextClassifier,0,0,0,0,8333
83,ContentClassifierV6,3432,0,3432,4,0
83,EmptyElementClassifier,0,0,0,0,22
83,EnhancedClauseClassifierV6,492,0,492,5,0
83,EnhancedTOCDetector,3,3,0,1,0
83,HeadingClassifierV6,462,291,171,0,0
83,ImprovedMetadataRemoverV7,0,0,0,0,2356
83,LateMetadataRemoverStep,-142,0,-28,0,0
83,LegalContentClassifierV6,257,57,200,3,0
83,MainTitleClassifierV6,55,55,0,0,0
83,SmartSectionClassifierV6,166,68,98,3,0
83,TextClassifier,0,0,0,0,9130
84,ContentClassifierV6,4149,0,4149,4,0
84,EmptyElementClassifier,0,0,0,0,22
84,EnhancedClauseClassifierV6,523,0,523,5,0
84,EnhancedTOCDetector,4,4,0,1,0
84,HeadingClassifierV6,499,314,185,0,0
84,ImprovedMetadataRemoverV7,0,0,0,0,2583
84,LateMetadataRemoverStep,-142,0,-28,0,0
84,LegalContentClassifierV6,278,65,213,3,0
84,MainTitleClassifierV6,56,56,0,0,0
84,SmartSectionClassifierV6,181,78,103,3,0
84,TextClassifier,0,0,0,0,10138
85,ContentClassifierV6,4346,0,4346,4,0
85,EmptyElementClassifier,0,0,0,0,22
85,EnhancedClauseClassifierV6,552,0,552,5,0
85,EnhancedTOCDetector,4,4,0,1,0
85,HeadingClassifierV6,521,327,194,0,0
85,ImprovedMetadataRemoverV7,0,0,0,0,2675
85,LateMetadataRemoverStep,-142,0,-28,0,0
85,LegalContentClassifierV6,294,75,219,3,0
85,MainTitleClassifierV6,57,57,0,0,0
85,SmartSectionClassifierV6,193,83,110,3,0
85,TextClassifier,0,0,0,0,10404
86,ContentClassifierV6,4353,0,4353,4,0
86,EmptyElementClassifier,0,0,0,0,22
86,EnhancedClauseClassifierV6,552,0,552,5,0
86,EnhancedTOCDetector,4,4,0,1,0
86,HeadingClassifierV6,521,327,194,0,0
86,ImprovedMetadataRemoverV7,0,0,0,0,2703
86,LateMetadataRemoverStep,-142,0,-28,0,0
86,LegalContentClassifierV6,295,76,219,3,0
86,MainTitleClassifierV6,57,57,0,0,0
86,SmartSectionClassifierV6,193,83,110,3,0
86,TextClassifier,0,0,0,0,10615
87,ContentClassifierV6,4552,0,4552,4,0
87,EmptyElementClassifier,0,0,0,0,22
87,EnhancedClauseClassifierV6,573,0,573,5,0
87,EnhancedTOCDetector,4,4,0,1,0
87,HeadingClassifierV6,525,331,194,0,0
87,ImprovedMetadataRemoverV7,0,0,0,0,2730
87,LateMetadataRemoverStep,-142,0,-28,0,0
87,LegalContentClassifierV6,298,76,222,3,0
87,MainTitleClassifierV6,58,58,0,0,0
87,SmartSectionClassifierV6,194,83,111,3,0
87,TextClassifier,0,0,0,0,10838
88,ContentClassifierV6,4559,0,4559,4,0
88,EmptyElementClassifier,0,0,0,0,22
88,EnhancedClauseClassifierV6,573,0,573,5,0
88,EnhancedTOCDetector,4,4,0,1,0
88,HeadingClassifierV6,526,332,194,0,0
88,ImprovedMetadataRemoverV7,0,0,0,0,2813
88,LateMetadataRemoverStep,-142,0,-28,0,0
88,LegalContentClassifierV6,304,76,228,3,0
88,MainTitleClassifierV6,59,59,0,0,0
88,SmartSectionClassifierV6,195,83,112,3,0
88,TextClassifier,0,0,0,0,11331
89,ContentClassifierV6,5074,0,5074,4,0
89,EmptyElementClassifier,0,0,0,0,22
89,EnhancedClauseClassifierV6,595,0,595,5,0
89,EnhancedTOCDetector,5,5,0,1,0
89,HeadingClassifierV6,595,361,234,0,0
89,ImprovedMetadataRemoverV7,0,0,0,0,2896
89,LateMetadataRemoverStep,-142,0,-28,0,0
89,LegalContentClassifierV6,352,83,269,3,0
89,MainTitleClassifierV6,60,60,0,0,0
89,SmartSectionClassifierV6,291,92,199,3,0
89,TextClassifier,0,0,0,0,11877
90,ContentClassifierV6,5100,0,5100,4,0
90,EmptyElementClassifier,0,0,0,0,22
90,EnhancedClauseClassifierV6,596,0,596,5,0
90,EnhancedTOCDetector,5,5,0,1,0
90,HeadingClassifierV6,598,364,234,0,0
90,ImprovedMetadataRemoverV7,0,0,0,0,2897
90,LateMetadataRemoverStep,-142,0,-28,0,0
90,LegalContentClassifierV6,352,83,269,3,0
90,MainTitleClassifierV6,61,61,0,0,0
90,SmartSectionClassifierV6,293,92,201,3,0
90,TextClassifier,0,0,0,0,11923
91,ContentClassifierV6,5117,0,5117,4,0
91,EmptyElementClassifier,0,0,0,0,22
91,EnhancedClauseClassifierV6,596,0,596,5,0
91,EnhancedTOCDetector,5,5,0,1,0
91,HeadingClassifierV6,598,364,234,0,0
91,ImprovedMetadataRemoverV7,0,0,0,0,2940
91,LateMetadataRemoverStep,-142,0,-28,0,0
91,LegalContentClassifierV6,353,83,270,3,0
91,MainTitleClassifierV6,61,61,0,0,0
91,SmartSectionClassifierV6,294,93,201,3,0
91,TextClassifier,0,0,0,0,12012
92,ContentClassifierV6,5186,0,5186,4,0
92,EmptyElementClassifier,0,0,0,0,22
92,EnhancedClauseClassifierV6,607,0,607,5,0
92,EnhancedTOCDetector,5,5,0,1,0
92,HeadingClassifierV6,606,365,241,0,0
92,ImprovedMetadataRemoverV7,0,0,0,0,2982
92,LateMetadataRemoverStep,-142,0,-28,0,0
92,LegalContentClassifierV6,357,83,274,3,0
92,MainTitleClassifierV6,62,62,0,0,0
92,SmartSectionClassifierV6,298,93,205,3,0
92,TextClassifier,0,0,0,0,12094
93,ContentClassifierV6,5187,0,5187,4,0
93,EmptyElementClassifier,0,0,0,0,22
93,EnhancedClauseClassifierV6,607,0,607,5,0
93,EnhancedTOCDetector,5,5,0,1,0
93,HeadingClassifierV6,606,365,241,0,0
93,ImprovedMetadataRemoverV7,0,0,0,0,3010
93,LateMetadataRemoverStep,-142,0,-28,0,0
93,LegalContentClassifierV6,357,83,274,3,0
93,MainTitleClassifierV6,62,62,0,0,0
93,SmartSectionClassifierV6,298,93,205,3,0
93,TextClassifier,0,0,0,0,12094
94,ContentClassifierV6,5187,0,5187,4,0
94,EmptyElementClassifier,0,0,0,0,22
94,EnhancedClauseClassifierV6,607,0,607,5,0
94,EnhancedTOCDetector,5,5,0,1,0
94,HeadingClassifierV6,606,365,241,0,0
94,ImprovedMetadataRemoverV7,0,0,0,0,3234
94,LateMetadataRemoverStep,-142,0,-28,0,0
94,LegalContentClassifierV6,357,83,274,3,0
94,MainTitleClassifierV6,62,62,0,0,0
94,SmartSectionClassifierV6,298,93,205,3,0
94,TextClassifier,0,0,0,0,12181
95,ContentClassifierV6,5524,0,5524,4,0
95,EmptyElementClassifier,0,0,0,0,22
95,EnhancedClauseClassifierV6,633,0,633,5,0
95,EnhancedTOCDetector,5,5,0,1,0
95,HeadingClassifierV6,629,376,253,0,0
95,ImprovedMetadataRemoverV7,0,0,0,0,3437
95,LateMetadataRemoverStep,-142,0,-28,0,0
95,LegalContentClassifierV6,369,90,279,3,0
95,MainTitleClassifierV6,63,63,0,0,0
95,SmartSectionClassifierV6,298,93,205,3,0
95,TextClassifier,0,0,0,0,12644
96,ContentClassifierV6,5582,0,5582,4,0
96,EmptyElementClassifier,0,0,0,0,22
96,EnhancedClauseClassifierV6,636,0,636,5,0
96,EnhancedTOCDetector,5,5,0,1,0
96,HeadingClassifierV6,635,381,254,0,0
96,ImprovedMetadataRemoverV7,0,0,0,0,3442
96,LateMetadataRemoverStep,-142,0,-28,0,0
96,LegalContentClassifierV6,371,91,280,3,0
96,MainTitleClassifierV6,64,64,0,0,0
96,SmartSectionClassifierV6,298,93,205,3,0
96,TextClassifier,0,0,0,0,12718
97,ContentClassifierV6,5588,0,5588,4,0
97,EmptyElementClassifier,0,0,0,0,22
97,EnhancedClauseClassifierV6,636,0,636,5,0
97,EnhancedTOCDetector,5,5,0,1,0
97,HeadingClassifierV6,635,381,254,0,0
97,ImprovedMetadataRemoverV7,0,0,0,0,3593
97,LateMetadataRemoverStep,-142,0,-28,0,0
97,LegalContentClassifierV6,377,93,284,3,0
97,MainTitleClassifierV6,65,65,0,0,0
97,SmartSectionClassifierV6,298,93,205,3,0
97,TextClassifier,0,0,0,0,12726
98,ContentClassifierV6,5588,0,5588,4,0
98,EmptyElementClassifier,0,0,0,0,22
98,EnhancedClauseClassifierV6,636,0,636,5,0
98,EnhancedTOCDetector,5,5,0,1,0
98,HeadingClassifierV6,635,381,254,0,0
98,ImprovedMetadataRemoverV7,0,0,0,0,3741
98,LateMetadataRemoverStep,-142,0,-28,0,0
98,LegalContentClassifierV6,377,93,284,3,0
98,MainTitleClassifierV6,65,65,0,0,0
98,SmartSectionClassifierV6,298,93,205,3,0
98,TextClassifier,0,0,0,0,12771
99,ContentClassifierV6,5634,0,5634,4,0
99,EmptyElementClassifier,0,0,0,0,22
99,EnhancedClauseClassifierV6,655,0,655,5,0
99,EnhancedTOCDetector,5,5,0,1,0
99,HeadingClassifierV6,642,385,257,0,0
99,ImprovedMetadataRemoverV7,0,0,0,0,3743
99,LateMetadataRemoverStep,-142,0,-28,0,0
99,LegalContentClassifierV6,383,93,290,3,0
99,MainTitleClassifierV6,66,66,0,0,0
99,SmartSectionClassifierV6,300,93,207,3,0
99,TextClassifier,0,0,0,0,12830
100,ContentClassifierV6,5634,0,5634,4,0
100,EmptyElementClassifier,0,0,0,0,22
100,EnhancedClauseClassifierV6,655,0,655,5,0
100,EnhancedTOCDetector,5,5,0,1,0
100,HeadingClassifierV6,642,385,257,0,0
100,ImprovedMetadataRemoverV7,0,0,0,0,3743
100,LateMetadataRemoverStep,-142,0,-28,0,0
100,LegalContentClassifierV6,383,93,290,3,0
100,MainTitleClassifierV6,66,66,0,0,0
100,SmartSectionClassifierV6,300,93,207,3,0
100,TextClassifier,0,0,0,0,12830
