Agreement,Step,Δcount,Δroots,Δorphans,Δdepth,Δretyped
26,LateMetadataRemoverStep,0,0,0,0,0
26,LegalContentClassifierV6,0,0,0,0,0
26,MainTitleClassifierV6,0,0,0,0,0
26,OrphanAttacherStep,0,0,0,0,0
26,SmartSectionClassifierV6,0,0,0,0,0
26,TableClassifier,0,0,0,0,0
26,TableOfContentsClassifier,0,0,0,0,0
26,TableRootPromoter,0,0,0,0,0
26,TextClassifier,0,0,0,0,1174
26,TextElementMerger,0,0,0,0,0
26,VisualHeadingDetector,0,0,0,0,0
27,ConsecutivePageNumberClassifier,0,0,0,0,0
27,ContentClassifierV6,0,0,0,0,0
27,EarlyMetadataRemoverStep,0,0,0,0,0
27,EmptyElementClassifier,0,0,0,0,5
27,EnhancedClauseClassifierV6,0,0,0,0,0
27,EnhancedTOCDetector,0,0,0,0,0
27,FallbackTitleClassifier,0,0,0,0,0
27,HeadingClassifierV6,0,0,0,0,0
